ch	Latitude	Longitude	LatbyLong	Dist_250m	Ag_250m	LC_250m	Edge_250m	HDens_250m	Dist_5km	Ag_5km	LC_5km	Edge_5km	HDens_5km	Nearest_neighbor	Management_duration	Cam_distance	Park_ID	Hunting	People_site	People2	PeoplexHunting	PeoplexDistance	People2xHunting	People2xDistance	HuntingxDistance	Week	Year	Cam_distance	NVDI_site	Det_dist	WeekDay1	WeekDay2	WeekDay3	WeekDay4	WeekDay5	WeekDay6	WeekDay7	WeekDay8	WeekDay9	WeekDay10	WeekDay11	WeekDay12	WeekDay13	WeekDay14	WeekDay15	WeekDay16	WeekDay17	WeekDay18	WeekDay19	WeekDay20	WeekDay21	WeekDay22	WeekDay23	WeekDay24	WeekDay25	WeekDay26	WeekDay27	WeekDay28	WeekDay29	WeekDay30	WeekDay31	WeekDay32	WeekDay33	WeekDay34	WeekDay35	WeekDay36	WeekDay37	WeekDay38	WeekDay39	WeekDay40	WeekDay41	WeekDay42	WeekDay43	WeekDay44	WeekDay45	WeekDay46	WeekDay47	WeekDay48	WeekDay49	WeekDay50	WeekDay51	WeekDay52	WeekDay53	WeekDay54	WeekDay55	WeekDay56	WeekDay57	WeekDay58	WeekDay59	WeekDay60	WeekDay61	WeekDay62	WeekDay63	WeekDay64	WeekDay65	WeekDay66	WeekDay67	WeekDay68	WeekDay69	WeekDay70	WeekDay71	WeekDay72	Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	Temp8	Temp9	Temp10	Temp11	Temp12	Temp13	Temp14	Temp15	Temp16	Temp17	Temp18	Temp19	Temp20	Temp21	Temp22	Temp23	Temp24	Temp25	Temp26	Temp27	Temp28	Temp29	Temp30	Temp31	Temp32	Temp33	Temp34	Temp35	Temp36	Temp37	Temp38	Temp39	Temp40	Temp41	Temp42	Temp43	Temp44	Temp45	Temp46	Temp47	Temp48	Temp49	Temp50	Temp51	Temp52	Temp53	Temp54	Temp55	Temp56	Temp57	Temp58	Temp59	Temp60	Temp61	Temp62	Temp63	Temp64	Temp65	Temp66	Temp67	Temp68	Temp69	Temp70	Temp71	Temp72	Cloud1	Cloud2	Cloud3	Cloud4	Cloud5	Cloud6	Cloud7	Cloud8	Cloud9	Cloud10	Cloud11	Cloud12	Cloud13	Cloud14	Cloud15	Cloud16	Cloud17	Cloud18	Cloud19	Cloud20	Cloud21	Cloud22	Cloud23	Cloud24	Cloud25	Cloud26	Cloud27	Cloud28	Cloud29	Cloud30	Cloud31	Cloud32	Cloud33	Cloud34	Cloud35	Cloud36	Cloud37	Cloud38	Cloud39	Cloud40	Cloud41	Cloud42	Cloud43	Cloud44	Cloud45	Cloud46	Cloud47	Cloud48	Cloud49	Cloud50	Cloud51	Cloud52	Cloud53	Cloud54	Cloud55	Cloud56	Cloud57	Cloud58	Cloud59	Cloud60	Cloud61	Cloud62	Cloud63	Cloud64	Cloud65	Cloud66	Cloud67	Cloud68	Cloud69	Cloud70	Cloud71	Cloud72	Precip1	Precip2	Precip3	Precip4	Precip5	Precip6	Precip7	Precip8	Precip9	Precip10	Precip11	Precip12	Precip13	Precip14	Precip15	Precip16	Precip17	Precip18	Precip19	Precip20	Precip21	Precip22	Precip23	Precip24	Precip25	Precip26	Precip27	Precip28	Precip29	Precip30	Precip31	Precip32	Precip33	Precip34	Precip35	Precip36	Precip37	Precip38	Precip39	Precip40	Precip41	Precip42	Precip43	Precip44	Precip45	Precip46	Precip47	Precip48	Precip49	Precip50	Precip51	Precip52	Precip53	Precip54	Precip55	Precip56	Precip57	Precip58	Precip59	Precip60	Precip61	Precip62	Precip63	Precip64	Precip65	Precip66	Precip67	Precip68	Precip69	Precip70	Precip71	Precip72
0000000000000000000000..................................................	0.3604725	-0.8456043	-0.304817096	0	0	1	0	0	0.07	0.08	0.39	0.28	1.359466553	0.087095691	0	0	12	1	0.017	0.000289	0.017	0	0.000289	0	0	0.37	2	0	0.886470881	0.75	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.37	0.37	0.37	0.37	0.37	0.37	0.37	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.294998874881818	0.294734762891667	0.29547623155	0.297108394241667	0.2982069077	0.298279076270833	0.298393976508333	0.297184667775	0.296437143695833	0.296931424620833	0.294788284058333	0.293902091979167	0.294396562633333	0.29500339915	0.296145373404167	0.296778556608333	0.297232515708333	0.297390539775	0.296665732920833	0.294354681195833	0.2889536196125	0.289078864080952	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2.02431647269091E-02	0.012666487731375	1.85366827679583E-02	0.038283179435	2.75130015470833E-02	5.70796745945833E-02	7.89878383295833E-02	5.59712974516667E-02	0.0592759826225	5.01783870614167E-02	8.83235221429167E-03	3.17660118881667E-02	0.048567644271	0.003974339615625	3.43234125841667E-02	0.0322168058975	6.56466846041667E-02	0.065101371285	0.06203162855125	3.84425252454167E-02	7.87334061054167E-03	1.40750211301429E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	5.86041666666667E-07	-0.000000356375	1.66483333333333E-06	0.000000556575	-1.19066666666667E-07	5.93516666666667E-05	0.00005459625	0.00014614375	2.55077916666667E-05	0	0	-0.000000019275	0	2.52916666666667E-06	0.0000150945	5.63916666666667E-07	0.00002941725	0.0000599061	0.0000710791875	-6.42316666666667E-07	-6.49142857142857E-07	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0000000000000000000000..................................................	0.3604722	-0.8456052	-0.304817167	0	0	1	0	0	0.07	0.08	0.39	0.28	1.353525925	0.087095691	0	0.5	12	1	0	0	0	0	0	0	0.5	0.37	2	0.5	0.886311579	2	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.37	0.37	0.37	0.37	0.37	0.37	0.37	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.294999022209091	0.294734863441667	0.2954762470875	0.297108433583333	0.298206938266667	0.298279147554167	0.298394046795833	0.297184780920833	0.2964371835	0.2969314799125	0.294788384041667	0.293902159295833	0.294396644283333	0.2950034907	0.296145445541667	0.29677863565	0.2972325291	0.297390558408333	0.296665770954167	0.294354729020833	0.288953721145833	0.289078936271429	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2.02434513918636E-02	0.01266711881925	0.018536837242375	3.82828189245833E-02	2.75126679333333E-02	5.70788847133333E-02	7.89872094858333E-02	5.59711117970833E-02	0.05927569496125	5.01777936964167E-02	8.83241991070833E-03	3.17656574897917E-02	0.048567811104375	0.003974505114875	3.43227753058333E-02	0.03221749334625	6.56473027329167E-02	6.51010714933333E-02	6.20307694641667E-02	0.03844268167125	7.87323513916667E-03	1.40756933186667E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	5.86041666666667E-07	-0.000000356375	1.66483333333333E-06	0.000000556575	-1.19066666666667E-07	0.00005935125	5.45879166666667E-05	1.46139166666667E-04	2.55077916666667E-05	0	0	-0.000000019275	0	2.52916666666667E-06	0.0000150945	5.63916666666667E-07	2.94126666666667E-05	0.0000599061	0.0000710791875	-6.42316666666667E-07	-6.49142857142857E-07	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000..........................................................	0.3604801	-0.8455883	-0.304817755	0	0	1	0	0	0.07	0.09	0.39	0.28	1.423003578	1.662849697	0	2	12	1	0	0	0	0	0	0	2	0.37	2	2	0.890128686	2	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.37	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.295398612354545	0.2967055953875	0.2979318741875	0.29843471325	0.298141011916667	0.297901131520833	0.296281438166667	0.296951258495833	0.295311193920833	0.2940396524375	0.294100237608333	0.29494286015	0.295878158104167	0.297883882776471	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.59070730453636E-02	2.60304171608333E-02	3.90061552183333E-02	5.15940479529167E-02	0.07328122709125	6.00632547008333E-02	5.54566018020833E-02	6.33154111629167E-02	1.20095255032917E-02	1.36569713142083E-02	0.0666368195425	2.65583408304167E-03	2.67190021274583E-02	3.07215670111765E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-2.37409090909091E-07	0.000000043375	1.90824166666667E-06	-0.000000023025	1.00520833333333E-06	1.02505416666667E-04	1.78933333333333E-05	1.64389208333333E-04	-0.0000000605	0	-1.28458333333333E-08	-6.42916666666667E-09	0	8.91435294117647E-06	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000000000000000........................................	0.3604557	-0.8455939	-0.304799141	0	0	1	0	0	0.07	0.08	0.39	0.29	1.289611912	2.098045967	0	0.5	12	1	0	0	0	0	0	0	0.5	0.45	2	0.5	0.732931706	1.257142857	0.41	0.41	0.41	0.41	0.41	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	0.45	0.45	0.45	0.45	0.45	0.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.289063738495455	0.289013679833333	0.289855535858333	0.2903401227375	0.292228501783333	0.291977219695833	0.290910971525	0.290526015283333	0.285596639870833	0.284924490070833	0.2817304450875	0.281791971020833	0.286307239220833	0.283119146820833	0.2782665277125	0.277495738108333	0.275180997666667	0.282774384091667	0.286596465245833	0.286819484066667	0.289941527379167	0.2919209796125	0.291368410758333	0.285383303108333	0.281556656412	0.2798808361	0.283673036491667	0.2857985112875	0.288235828891667	0.278148130441667	0.278000248754167	0.281438158208696	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2.96868879113636E-03	0.003226555871125	8.17607683958333E-04	2.24953205379167E-02	2.51378756929167E-02	5.00257539833333E-02	0.081118536205	9.23110291604167E-02	4.62097237841667E-02	4.88729512558333E-02	2.75992142623333E-02	2.08017667083333E-05	3.81252687590833E-02	2.46916095520833E-02	2.31633368391667E-02	0.031858846667375	0.00195829146625	4.82340682327917E-02	5.57881719541667E-02	0.051349293115	7.16432999904167E-02	9.12720456629167E-02	8.47922772008333E-02	1.39845453238333E-02	0.0266349889296	0.015060017559875	5.27455402870833E-02	0.029771773591125	7.25994576820833E-02	1.47926058341667E-03	0.0123697295815	2.55483475213043E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	-1.26666666666667E-07	1.51289166666667E-07	0.00004460875	1.44958333333333E-05	7.42845833333333E-05	0.00000415375	1.35291666666667E-06	0.00000069725	-7.82666666666667E-07	0.00000125	0	0	1.40166666666667E-06	0	3.82333333333333E-06	1.40891666666667E-06	9.57916666666667E-07	0.00000021675	2.47166666666667E-07	0.00006815375	7.10666666666667E-07	0.0000067908	0	-2.85208333333333E-07	0.00000090775	0.00008481575	0	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0000000000000000000000000...............................................	0.3605691	-0.8455375	-0.304874695	0	0	1	0	0	0.08	0.1	0.36	0.26	1.676396942	0.582403203	0	0	12	1	0.009	0.000081	0.009	0	0.000081	0	0	0.36	2	0	0.902163806	1.4	0.32	0.32	0.32	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.36	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.298494399009091	0.296886955070833	0.297868072675	0.296654162445833	0.295039533804167	0.292044803529167	0.2941422341625	0.294321376766667	0.2935979284875	0.294384925045833	0.295278574383333	0.2962068402125	0.296406664791667	0.296863525375	0.296167605420833	0.2956521085	0.29476686145	0.295378638529167	0.2970051836	0.29812404875	0.298356209033333	0.298284074858333	0.297512803879167	0.296330106754167	0.3002806122	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	8.58592935586364E-02	7.77934127154167E-02	6.98564710704167E-02	7.26328852704167E-02	3.92220378054167E-02	2.86429688633333E-03	0.02980055077875	0.05869832241	0.0649657784225	6.98899092354167E-02	4.33904921704167E-02	0.07044514609375	0.06908107940625	5.56971429079167E-02	0.033685989481625	1.53374331594167E-02	1.51099061319583E-02	1.85265293137917E-02	3.29823306983333E-02	0.03136848717875	5.45173943558333E-02	0.077825339505	5.78892152441667E-02	5.77901458941667E-02	6.97562520533333E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.000035751	0.0000643775	1.66926666666667E-04	0.00016753125	0.00000459275	-0.000000149975	0.0000264725	2.90016666666667E-05	1.13016666666667E-04	1.14559583333333E-04	2.07295833333333E-05	4.97283333333333E-05	5.83516666666667E-05	0.00001245925	1.35874854583333E-05	-1.81666666666667E-12	6.07916666666667E-07	-1.25333333333333E-07	1.22816666666667E-06	0.000000702825	-0.0000001084	1.20693333333333E-05	9.78270833333333E-05	1.24228333333333E-04	0.000251	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0000000000000000000000000...............................................	0.3605639	-0.8455376	-0.304870335	0	0	1	0	0	0.08	0.1	0.36	0.26	1.667126274	0.582403203	0	0.5	12	1	0	0	0	0	0	0	0.5	0.36	2	0.5	0.902312479	1.7	0.32	0.32	0.32	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.36	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.298328609286364	0.296983381904167	0.2977765121125	0.296652612279167	0.2949044632625	0.292052028833333	0.294191712570833	0.29430218055	0.293530308904167	0.294475219225	0.295315764533333	0.296243860116667	0.2964753480375	0.296867372775	0.2961670122	0.2955785172625	0.294751788495833	0.295429940308333	0.297061910008333	0.298168929979167	0.2983201178	0.2983364923625	0.297356802441667	0.296378181641667	0.300412768766667	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	8.61246264995455E-02	7.70535793958333E-02	0.0697080173275	0.07133465920625	3.77982608723333E-02	3.07770962679167E-03	3.11042259070833E-02	5.90976521208333E-02	6.51830841829167E-02	0.06995489142625	0.04366015023625	7.12529033666667E-02	6.87358730895833E-02	5.43180312529167E-02	3.21341328893333E-02	1.68512580597083E-02	0.013902666942125	1.86695518475417E-02	3.55119587829167E-02	2.94554111141667E-02	5.57042512379167E-02	7.84853311470833E-02	5.69953477983333E-02	5.85055147941667E-02	0.06826972758	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4.13186363636364E-05	6.60433333333333E-05	0.00018239	0.00014669375	0.000002708875	-0.0000000371	3.03629166666667E-05	0.0000289625	0.00011695875	0.00010840125	2.05933333333333E-05	6.36830833333333E-05	4.28739583333333E-05	0.000015916	0.000010158316975	0	5.86041666666667E-07	-2.04708333333333E-07	1.47733333333333E-06	0.000000556575	-1.19066666666667E-07	3.12466666666667E-05	0.0000807775	0.0001406675	0.0001232	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
000000000000000000000000................................................	0.3605513	-0.845546	-0.30486271	0	0	1	0	0	0.08	0.1	0.37	0.26	1.643502617	1.597931142	0	2	12	1	0	0	0	0	0	0	2	0.36	2	2	0.902230038	1.2	0.32	0.32	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.36	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.296824177140909	0.297777841825	0.296653231158333	0.294906943395833	0.292054138495833	0.294193031154167	0.294303774104167	0.293529794945833	0.294475850220833	0.295316267575	0.296244762095833	0.296476263029167	0.296866995629167	0.296168170716667	0.295579624604167	0.294751906441667	0.2954293492	0.2970613180375	0.298167738433333	0.298320292883333	0.2983358152375	0.29735802855	0.296377549291667	0.3004106044	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	7.54848336577273E-02	0.069730300275	7.13448128366667E-02	0.037798459165	3.08023893891667E-03	3.11284898495833E-02	5.91165544029167E-02	6.51883325379167E-02	6.99626018758333E-02	0.04367583943375	7.12660262008333E-02	6.87530665066667E-02	5.43282507408333E-02	3.21533398925417E-02	1.68633969792917E-02	1.39108877960833E-02	0.0186615993975	3.55003111166667E-02	2.94507005445833E-02	5.57072110720833E-02	0.07849253886875	5.69977449095833E-02	5.85079561495833E-02	6.82588307666667E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.000058865	0.00018262125	1.46614166666667E-04	2.69220833333333E-06	-3.47666666666666E-08	3.03854166666667E-05	2.90258333333333E-05	0.00011708875	0.0001084175	2.06370833333333E-05	6.37707916666667E-05	4.29860833333333E-05	0.00001585975	1.01666503083333E-05	0	5.86041666666667E-07	-2.04708333333333E-07	1.48566666666667E-06	0.000000556575	-1.19066666666667E-07	0.0000311925	8.07591666666667E-05	0.00014066125	0.0001232	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
000000000000000000000...................................................	0.3863024	-0.7718732	-0.29817647	0	0	1	0	0	0.01	0.02	0.16	0.13	6.298476028	0.455249775	0	0	13	1	0	0	0	0	0	0	0	0.38	1	0	0.836769728	0.8	0.35	0.35	0.35	0.35	0.35	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.38	0.38	0.38	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.296744680213636	0.29898656765	0.3006571346625	0.2991227002125	0.297822010908333	0.298941006533333	0.2999855532375	0.298680285129167	0.296961822720833	0.298745604270833	0.293497739641667	0.293011519016667	0.29113219965	0.291766462791667	0.292844944441667	0.293588884466667	0.294318144066667	0.291384407383333	0.291608261158333	0.295531281229167	0.291728686742105	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4.38889029686364E-02	4.53906300833333E-03	1.41590754252083E-02	0.08279653911375	9.32741197870833E-02	8.81859587016667E-02	5.78661076095833E-02	4.70393662283333E-02	4.72129746083333E-03	5.81039399183333E-03	2.86764689435833E-02	3.70713329229167E-03	4.42442772904167E-03	3.10962994495833E-03	0.017179101786625	0.031479694562	0.04473812676075	0.036515369763625	1.72820267027917E-02	7.48405210645833E-02	7.94309098315789E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-2.02181818181818E-07	0.00000011075	6.51054166666667E-06	6.01766666666667E-06	2.09806416666667E-05	8.09796666666667E-06	0.0000047225	3.45016666666667E-05	-1.37775833333333E-07	1.66448666666667E-04	0.00002065625	-1.21916666666667E-07	0	0	-0.00000101625	-0.0000006506625	-3.20416666666667E-09	-0.000000321	-5.82958333333333E-07	2.13830708333333E-04	2.66108421052632E-05	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
000000000000000000000...................................................	0.3863017	-0.771868	-0.298173921	0	0	1	0	0	0.01	0.02	0.16	0.13	6.311201859	0.455249775	0	0.5	13	1	0	0	0	0	0	0	0.5	0.38	1	0.5	0.837123392	0.9	0.35	0.35	0.35	0.35	0.35	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.38	0.38	0.38	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.29666902715	0.2988020028125	0.3007480585375	0.299271086333333	0.297807208304167	0.298858314683333	0.300000241529167	0.298794867	0.296842925445833	0.298747175808333	0.293697859895833	0.293077578329167	0.291119643683333	0.291692483483333	0.292835324854167	0.293538892579167	0.29445639065	0.2914042481	0.291567818970833	0.295506608745833	0.291935055485714	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4.40783565331818E-02	0.005080089153	1.25182274598333E-02	8.08932094154167E-02	9.27700879666667E-02	0.08983261931125	5.69518372154167E-02	4.93308674816667E-02	5.72365496345833E-03	4.71340445858333E-03	2.95668759385417E-02	3.90419849616667E-03	0.003930559586375	0.00348311573475	1.71264885047917E-02	2.77271927542083E-02	4.79170176216667E-02	0.035186165310875	1.86159802925833E-02	0.07184330916125	7.79482996485714E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-2.02181818181818E-07	2.87416666666667E-07	0.000006296875	0.00000603675	0.0000209879	7.88748333333333E-06	0.0000049425	3.45058333333333E-05	-1.81109166666667E-07	1.24897791666667E-04	6.24909166666667E-05	-1.21916666666667E-07	0	0	-0.00000101625	-6.44245833333333E-07	-9.62083333333333E-09	-0.000000321	-5.69416666666667E-07	1.99758833333333E-04	4.00093333333333E-05	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
000000000000000000000...................................................	0.3863105	-0.7718514	-0.2981743	0	0	1	0	0.111244786	0.01	0.02	0.16	0.14	6.238490677	1.738454102	0	2	13	1	0	0	0	0	0	0	2	0.38	1	2	0.83814838	1.1	0.35	0.35	0.35	0.35	0.35	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.38	0.38	0.38	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.296669420681818	0.2988014558	0.3007484987375	0.299272080966667	0.297808366279167	0.2988575112375	0.300000667975	0.2987947761125	0.296843238991667	0.2987480893375	0.293698460716667	0.2930779896875	0.291120778920833	0.291693731045833	0.292836400466667	0.293540262683333	0.294457229591667	0.291404395833333	0.291568404041667	0.295508158070833	0.29198272052	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4.40969512609091E-02	0.005072060411625	1.25137226202917E-02	8.08939306779167E-02	0.09277060432375	8.98299326195833E-02	0.0569492204	4.93199720195833E-02	5.71813619129167E-03	4.70585735529167E-03	2.95674565740833E-02	0.003895059045875	3.93052908829167E-03	0.003479659836875	1.71218134699583E-02	0.027719496812875	4.79277502917917E-02	0.035164745118125	1.86051495027917E-02	0.07182761854	0.0799848541245	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-2.02181818181818E-07	2.87416666666667E-07	0.000006259375	0.000005978	2.11299595833333E-05	7.86234166666667E-06	0.000004955	3.46054166666667E-05	-1.81109166666667E-07	1.25413708333333E-04	6.27322916666667E-05	-1.21916666666667E-07	0	0	-0.00000101625	-6.44245833333333E-07	-9.62083333333333E-09	-0.000000321	-5.69416666666667E-07	1.99504666666667E-04	0.0000420298	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
